frame_order	sum	raw	gpstimestamp
6410	470	470	1533802988
6411	468	468	1533803048
6412	468	468	1533803108
6413	468	468	1533803168
6414	468	468	1533803228
6415	467	467	1533803288
6416	467	467	1533803348
6417	464	464	1533803408
6418	461	461	1533803441
6419	469	469	1533803501
6420	466	466	1533803534
6421	466	466	1533803539
6422	467	467	1533803565
6423	466	466	1533803625
6424	466	466	1533803673
6425	469	469	1533803689
6426	470	470	1533803749
6427	467	467	1533803781
6428	467	467	1533803841
6429	467	467	1533803901
6430	465	465	1533803961
6431	465	465	1533804021
6432	465	465	1533804081
6433	464	464	1533804114
6434	464	464	1533804174
6435	466	466	1533804234
6436	466	466	1533804243
6437	466	466	1533804250
6438	465	465	1533804258
6439	465	465	1533804318
6440	465	465	1533804378
6441	465	465	1533804438
6442	465	465	1533804498
6443	465	465	1533804558
6444	465	465	1533804618
6445	465	465	1533804678
6446	466	466	1533804738
6447	466	466	1533804798
6448	466	466	1533804858
6449	466	466	1533804918
6450	466	466	1533804978
6451	466	466	1533805038
6452	466	466	1533805098
6453	466	466	1533805158
6454	466	466	1533805218
6455	466	466	1533805278
6456	466	466	1533805338
6457	466	466	1533805398
6458	466	466	1533805458
6459	465	465	1533805518
6460	465	465	1533805578
6461	466	466	1533805638
6462	466	466	1533805698
6463	467	467	1533805758
6464	467	467	1533805818
6465	467	467	1533805878
6466	467	467	1533805938
6467	467	467	1533805998
6468	467	467	1533806058
6469	467	467	1533806118
6470	467	467	1533806178
6471	467	467	1533806238
6472	467	467	1533806298
6473	467	467	1533806358
6474	467	467	1533806418
6475	468	468	1533806478
6476	468	468	1533806538
6477	468	468	1533806598
6478	468	468	1533806658
6479	468	468	1533806718
6480	468	468	1533806761
6481	468	468	1533806774
6482	468	468	1533806789
6483	468	468	1533806808
6484	468	468	1533806868
6485	466	466	1533806928
6486	466	466	1533806954
6487	466	466	1533807014
6488	465	465	1533807074
6489	465	465	1533807079
6490	465	465	1533807139
6491	465	465	1533807199
6492	465	465	1533807259
6493	465	465	1533807319
6494	465	465	1533807379
6495	465	465	1533807439
6496	465	465	1533807494
6497	465	465	1533807554
6498	465	465	1533807570
6499	465	465	1533807581
6500	465	465	1533807625
6501	464	464	1533807652
6502	464	464	1533807657
6503	463	463	1533807673
6504	464	464	1533807684
6505	464	464	1533807690
6506	464	464	1533807703
6507	466	466	1533807714
6508	466	466	1533807719
6509	465	465	1533807724
6510	464	464	1533807739
6511	464	464	1533807744
6512	464	464	1533807760
6513	464	464	1533807820
6514	464	464	1533807834
6515	464	464	1533807894
6516	464	464	1533807954
6517	464	464	1533808014
6518	464	464	1533808074
6519	464	464	1533808134
6520	464	464	1533808194
6521	464	464	1533808254
6522	465	465	1533808314
6523	465	465	1533808374
6524	465	465	1533808434
6525	465	465	1533808494
6526	465	465	1533808554
6527	465	465	1533808614
6528	465	465	1533808674
6529	465	465	1533808734
6530	465	465	1533808776
6531	465	455	1533808919
6532	465	352	1533808924
6533	464.5	437	1533808960
6534	464	464	1533809020
6535	465	465	1533809080
6536	465	465	1533809108
6537	467	467	1533809798
6538	467	467	1533809858
6539	465	465	1533809891
6540	465	465	1533809896
6541	465	465	1533809901
6542	465	465	1533809906
6543	465	465	1533809911
6544	463	463	1533809930
6545	464	464	1533809990
6546	464	464	1533810019
6547	465	465	1533810052
6548	464	464	1533810112
6549	464	464	1533810172
6550	465	465	1533810232
6551	465	465	1533810281
6552	465	465	1533810341
6553	465	465	1533810401
6554	470	470	1533810461
6555	465	465	1533810483
6556	465	465	1533810489
6557	464	464	1533812581
6558	463	463	1533812641
6559	463	463	1533812646
6560	463	463	1533812673
6561	461	461	1533812688
6562	462	462	1533812735
6563	462	462	1533812742
6564	462	462	1533812802
6565	465	465	1533812862
6566	460	460	1533812922
6567	459.5	471	1533812982
6568	459.5	471	1533812987
6569	459.5	466	1533812992
6570	459.5	466	1533813052
6571	459	459	1533813112
6572	459	474	1533813172
6573	459	459	1533813232
6574	459	459	1533813292
6575	459	459	1533813352
6576	459	459	1533813412
6577	459	459	1533813472
6578	459	459	1533813532
6579	459	459	1533813592
6580	458	458	1533813652
6581	458	458	1533813712
6582	455	455	1533813772
6583	455	455	1533813832
6584	459	459	1533813892
6585	461	461	1533813952
6586	455	455	1533814012
6587	457	457	1533814072
6588	452	452	1533814132
6589	452	452	1533814192
6590	452	452	1533814252
6591	452	452	1533814312
6592	454	454	1533814372
6593	458	458	1533814432
6594	452	452	1533814492
6595	452	452	1533814552
6596	450.5	464	1533814612
6597	449	449	1533814672
6598	451	463	1533814731
6599	451	462	1533814736
6600	451	462	1533814766
6601	453	453	1533814796
6602	454	454	1533816697
6603	454	454	1533816757
6604	454	454	1533816817
6605	454	454	1533816875
6606	454	454	1533816935
6607	452	452	1533816995
6608	452	452	1533817016
6609	451	451	1533817076
6610	451	451	1533817081
6611	451	451	1533817117
6612	451	451	1533817177
6613	452	452	1533817237
6614	452	452	1533817297
6615	452	452	1533817357
6616	452	452	1533817417
6617	452	452	1533817477
6618	453	446	1533817597
6619	453	446	1533817657
6620	453	446	1533817717
6621	453	440	1533817777
6622	454	454	1533817837
6623	454	454	1533817849
6624	454	448	1533817909
6625	454	449	1533817969
6626	454	449	1533818029
6627	454	449	1533818062
6628	454	454	1533818122
6629	454	454	1533818127
6630	454	454	1533818132
6631	455	455	1533818192
6632	457	438	1533818252
6633	459	459	1533818312
6634	441	441	1533818372
6635	441	441	1533818394
6636	445	445	1533818405
6637	447	447	1533818465
6638	446	446	1533818525
6639	446	446	1533818585
6640	446	446	1533818645
6641	447	447	1533818705
6642	447	447	1533818765
6643	447	447	1533818825
6644	447	447	1533818885
6645	446	446	1533818945
6646	446	446	1533819005
6647	446	446	1533819065
6648	446	446	1533819125
6649	446	446	1533819185
6650	446	446	1533819245
6651	446	446	1533819305
6652	446	446	1533819365
6653	446	446	1533819425
6654	446	446	1533819485
6655	446	446	1533819545
6656	446	446	1533819605
6657	446	446	1533819665
6658	447	447	1533819725
6659	447	447	1533819785
6660	447	447	1533819845
6661	447	447	1533819905
6662	446	446	1533819965
6663	446	446	1533820025
6664	446	446	1533820085
6665	446	446	1533820145
6666	446	446	1533820205
6667	446	446	1533820265
6668	446	446	1533820325
6669	446	446	1533820385
6670	446	446	1533820445
6671	446	446	1533820505
6672	446	446	1533820625
6673	446	446	1533820685
6674	446	446	1533820745
6675	447	447	1533820750
6676	448	448	1533820810
6677	447	454	1533820829
6678	446	446	1533820889
6679	446	446	1533820949
6680	445	445	1533820984
6681	445	445	1533820990
6682	445	445	1533820995
6683	443	443	1533821035
6684	443	443	1533821040
6685	443	443	1533821046
6686	443	443	1533821052
6687	442	442	1533821070
6688	442	442	1533821076
6689	442	442	1533821081
6690	442	442	1533821086
6691	442	442	1533821094
6692	443	443	1533821104
6693	443	443	1533821109
6694	445	445	1533821145
6695	445	445	1533821205
6696	444	444	1533821265
6697	445	445	1533821325
6698	445	445	1533821385
6699	445	445	1533821445
6700	445	445	1533821505
6701	445	445	1533821565
6702	444	444	1533821625
6703	444	444	1533821685
6704	444	444	1533821745
6705	444	444	1533821805
6706	444	444	1533821865
6707	444	444	1533821925
6708	444	444	1533821985
6709	444	444	1533822045
6710	444	444	1533822105
6711	444	444	1533822165
6712	444	444	1533822225
6713	445	445	1533822285
6714	445	445	1533822345
6715	445	445	1533822405
6716	445	445	1533822465
6717	445	445	1533822525
6718	445	445	1533822585
6719	445	445	1533822645
6720	445	445	1533822705
6721	445	445	1533822765
6722	445	445	1533822825
6723	445	445	1533822885
6724	445	445	1533822945
6725	445	445	1533823005
6726	445	445	1533823065
6727	445	445	1533823125
6728	445	445	1533823185
6729	445	445	1533823245
6730	444	444	1533823305
6731	444	444	1533823365
6732	444	444	1533823425
6733	444	444	1533823485
6734	444	444	1533823545
6735	444	444	1533823605
6736	444	444	1533823665
6737	444	444	1533823725
6738	444	444	1533823785
6739	444	444	1533823845
6740	444	444	1533823905
6741	444	444	1533823965
6742	444	444	1533824025
6743	445	445	1533824085
6744	445	445	1533824145
6745	445	445	1533824205
6746	445	445	1533824325
6747	445	445	1533824385
6748	445	445	1533824445
6749	445	445	1533824505
6750	445	445	1533824565
6751	445	445	1533824625
6752	444	444	1533824685
6753	444	444	1533824745
6754	444	444	1533824805
6755	444	444	1533824865
6756	444	444	1533824925
6757	444	444	1533824985
6758	444	444	1533825045
6759	444	444	1533825105
6760	444	444	1533825165
6761	444	444	1533825225
6762	444	444	1533825285
6763	444	444	1533825345
6764	444	444	1533825405
6765	444	444	1533825465
6766	444	444	1533825525
6767	444	444	1533825585
6768	444	444	1533825625
6769	444	444	1533825648
6770	444	444	1533825708
6771	444	444	1533825768
6772	444	444	1533825828
6773	444	444	1533825848
6774	444	444	1533825886
6775	444	444	1533825892
6776	443	443	1533825899
6777	443	443	1533825912
6778	441	441	1533825926
6779	441	441	1533825931
6780	441	441	1533825991
6781	442	442	1533826051
6782	442	442	1533826111
6783	442	442	1533826116
6784	442	442	1533826142
6785	443	443	1533826202
6786	445	445	1533826262
6787	437	437	1533826322
6788	441	441	1533826382
6789	441	441	1533826442
6790	441	441	1533826502
6791	441	441	1533826562
6792	441	441	1533826622
6793	439	439	1533826682
6794	439	439	1533826742
6795	437	437	1533826802
6796	437	437	1533826862
6797	437	451	1533826922
6798	437	437	1533826982
6799	435	435	1533827042
6800	433	433	1533827102
6801	433	433	1533827162
6802	433	433	1533827222
6803	433	433	1533827282
6804	434	434	1533827342
6805	434	434	1533827402
6806	431	431	1533827462
6807	433	433	1533827522
6808	430	430	1533827582
6809	430	430	1533827642
6810	429	429	1533827702
6811	429	429	1533827762
6812	429	429	1533827822
6813	429	429	1533827882
6814	429	429	1533827942
6815	427	427	1533828002
6816	427	427	1533828062
6817	427	427	1533828122
6818	427	427	1533828182
6819	427	427	1533828242
6820	425	425	1533828302
6821	425	425	1533828362
6822	424	424	1533828422
6823	425	425	1533828482
6824	425	425	1533828542
6825	425	425	1533828602
6826	423	423	1533828662
6827	423	423	1533828722
6828	423	423	1533828782
6829	421	421	1533828842
6830	421	421	1533828902
6831	421	421	1533828962
6832	416	416	1533829022
6833	418	418	1533829082
6834	417	417	1533829142
6835	418	418	1533829202
6836	421	421	1533829262
6837	421	421	1533829322
6838	421	421	1533829382
6839	423	423	1533829442
6840	414	414	1533829502
6841	414	414	1533829562
6842	414	420	1533829622
6843	414	414	1533829682
6844	414	414	1533829742
6845	414	414	1533829802
6846	415	415	1533829862
6847	413.5	405	1533829922
6848	412	412	1533829982
6849	412	412	1533830042
6850	414	414	1533830102
6851	411.5	434	1533830162
6852	411.5	398	1533830210
6853	409	409	1533830242
6854	410	410	1533830567
6855	411	411	1533830601
6856	410	410	1533830661
6857	410	410	1533830680
6858	410	410	1533830685
6859	411	411	1533830745
6860	409	409	1533830805
6861	409	409	1533830865
6862	409	409	1533830925
6863	409	409	1533830985
6864	409	409	1533831045
6865	409	409	1533831105
6866	409	409	1533831165
6867	409	409	1533831225
6868	409	409	1533831285
6869	409	409	1533831345
6870	409	409	1533831405
6871	409	409	1533831465
6872	409	409	1533831525
6873	409	409	1533831585
6874	409	409	1533831645
6875	409	409	1533831705
6876	409	409	1533831765
6877	409	409	1533831825
6878	409	409	1533831885
6879	409	409	1533831945
6880	409	409	1533832005
6881	411	411	1533832065
6882	411	411	1533832125
6883	411	411	1533832185
6884	411	411	1533832245
6885	411	411	1533832305
6886	411	411	1533832365
6887	411	411	1533832425
6888	411	411	1533832485
6889	411	411	1533832545
6890	411	411	1533832605
6891	411	411	1533832665
6892	411	411	1533832725
6893	411	411	1533832785
6894	411	411	1533832845
6895	411	411	1533832905
6896	411	411	1533832965
6897	411	411	1533833025
6898	413	413	1533833085
6899	413	413	1533833145
6900	413	413	1533833265
6901	413	413	1533833325
6902	413	413	1533833385
6903	413	413	1533833445
6904	413	413	1533833505
6905	413	413	1533833565
6906	413	413	1533833625
6907	413	413	1533833685
6908	411	411	1533833700
6909	408	408	1533833760
6910	408	408	1533833794
6911	408	408	1533833816
6912	408	408	1533833876
6913	408	408	1533833884
6914	408	408	1533833944
6915	408	408	1533833949
6916	408	408	1533833973
6917	409	409	1533834033
6918	409	409	1533834038
6919	409	409	1533834098
6920	408	408	1533834115
6921	409	409	1533834139
6922	409	409	1533834285
6923	409	409	1533834345
6924	408	408	1533834405
6925	408	408	1533834465
6926	409	409	1533834525
6927	409	409	1533834585
6928	408	364	1533834686
6929	407	407	1533834746
6930	407	407	1533834806
6931	407	407	1533834858
6932	407	407	1533834866
6933	409	409	1533834882
6934	410	410	1533836165
6935	409	409	1533836225
6936	409	409	1533836285
6937	409	409	1533836322
6938	409	409	1533836327
6939	408	408	1533836387
6940	408	408	1533836392
6941	408	408	1533836438
6942	408	408	1533836498
6943	408	408	1533836520
6944	408	408	1533836525
6945	407	407	1533836540
6946	407	407	1533836559
6947	407	407	1533836609
6948	408.5	418	1533836669
6949	408.5	418	1533836729
6950	410	410	1533836789
6951	411	404	1533836849
6952	411	409	1533836909
6953	411	401	1533836969
6954	411	409	1533837029
6955	411	401	1533837089
6956	412	412	1533837149
6957	411	404	1533837209
6958	411	408	1533837269
6959	410	410	1533837329
6960	409.5	402	1533837389
6961	409.5	403	1533837449
6962	409.5	403	1533837509
6963	409.5	393	1533837569
6964	409	409	1533837629
6965	408	400	1533837689
6966	408	400	1533837749
6967	408	400	1533837809
6968	407	407	1533837869
6969	408	399	1533837929
6970	408	399	1533837989
6971	408	399	1533838049
6972	409	409	1533838109
6973	388	388	1533838169
6974	385.5	398	1533838229
6975	385.5	352	1533838317
6976	383	383	1533838343
6977	396	396	1533838387
6978	396	396	1533838392
6979	394	394	1533838803
6980	394	394	1533838818
6981	394	394	1533838824
6982	394	394	1533838829
6983	394	394	1533838881
6984	394	394	1533838886
6985	388	388	1533838946
6986	397	397	1533839006
6987	397	397	1533839012
6988	397	397	1533839023
6989	397	397	1533839028
6990	397	397	1533839053
6991	397	397	1533839059
6992	392	392	1533839089
6993	392	392	1533839094
6994	392	392	1533839099
6995	392	392	1533839104
6996	392	392	1533839164
6997	392	392	1533839169
6998	392	392	1533839174
6999	392	392	1533839184
7000	394	394	1533839190
7001	394	394	1533839196
7002	395	395	1533839213
7003	396	396	1533839218
7004	396	396	1533839223
7005	396	396	1533839228
7006	397	397	1533839233
7007	397	397	1533839251
7008	397	397	1533839256
7009	396	387	1533839283
7010	396	387	1533839288
7011	396	387	1533839297
7012	396	387	1533839303
7013	395	395	1533839322
7014	395	395	1533839329
7015	395	395	1533839334
7016	395	395	1533839339
7017	395	395	1533839344
7018	395	395	1533839349
7019	395	395	1533839354
7020	395	395	1533839359
7021	395	395	1533839371
7022	395	395	1533839377
7023	395	395	1533839418
7024	395	395	1533839478
7025	395	395	1533839509
7026	393	393	1533839514
7027	393	393	1533839566
7028	393	393	1533839626
7029	393	393	1533839670
7030	393	393	1533839730
7031	393	393	1533839743
7032	394	394	1533839748
7033	394	394	1533839754
7034	394	394	1533839759
7035	393	393	1533839764
7036	393	393	1533839884
7037	393	393	1533839944
7038	393	393	1533840004
7039	393	393	1533840064
7040	393	393	1533840124
7041	393	393	1533840184
7042	393	393	1533840244
7043	393	393	1533840304
7044	393	393	1533840364
7045	393	393	1533840424
7046	393	393	1533840484
7047	394	394	1533840544
7048	394	394	1533840604
7049	394	394	1533840664
7050	394	394	1533840724
7051	394	394	1533840784
7052	394	394	1533840844
7053	394	394	1533840904
7054	392.5	350	1533841019
7055	391	391	1533841079
7056	394	394	1533841139
7057	394	394	1533841199
7058	393	393	1533841259
7059	392	350	1533841349
7060	391	391	1533841409
7061	391	391	1533841469
7062	391	391	1533841529
7063	391	391	1533841589
7064	391	350	1533841678
7065	391	391	1533841738
7066	393	393	1533841752
7067	394	394	1533841817
7068	394	394	1533841877
7069	392.5	350	1533842008
7070	391	391	1533842068
7071	391	391	1533842128
7072	391	391	1533842188
7073	395	395	1533842248
7074	393.5	351	1533842337
7075	392	392	1533842397
7076	394	394	1533842425
7077	394	394	1533842439
7078	394.5	388	1533842475
7079	395	395	1533842535
7080	392.5	344	1533842666
7081	390	390	1533842726
7082	389	389	1533842786
7083	389	389	1533842846
7084	390	382	1533842906
7085	390	356	1533842996
7086	391	391	1533843056
7087	391	391	1533843116
7088	391	391	1533843176
7089	387	387	1533843236
7090	384.5	347	1533843325
7091	382	382	1533843385
7092	382	382	1533843445
7093	386	386	1533843505
7094	385	385	1533843565
7095	383	341	1533843655
7096	381	381	1533843715
7097	381	387	1533843775
7098	381	382	1533843835
7099	381	381	1533843895
7100	379.5	340	1533843984
7101	378	378	1533844044
7102	378	378	1533844104
7103	382	382	1533844164
7104	380	380	1533844224
7105	379.5	338	1533844314
7106	379	379	1533844374
7107	381	381	1533844434
7108	381	381	1533844494
7109	381	381	1533844554
7110	377	377	1533844643
7111	377	377	1533844703
7112	377	377	1533844763
7113	377	377	1533844823
7114	377	377	1533844883
7115	377	377	1533844973
7116	377	377	1533845033
7117	377	377	1533845093
7118	373	373	1533845153
7119	373	373	1533845213
7120	373	373	1533845302
7121	373	373	1533845362
7122	373	373	1533845422
7123	373	373	1533845482
7124	373	373	1533845631
7125	373	373	1533845691
7126	368	368	1533845751
7127	368	368	1533845811
7128	368	368	1533845871
7129	368	368	1533845961
7130	368	368	1533846021
7131	368	368	1533846081
7132	368	368	1533846141
7133	368	368	1533846201
7134	368	368	1533846290
7135	368	368	1533846350
7136	364	364	1533846410
7137	364	364	1533846470
7138	364	364	1533846530
7139	364	364	1533846620
7140	364	364	1533846680
7141	364	364	1533846740
7142	364	364	1533846800
7143	364	364	1533846860
7144	364	364	1533846868
7145	360	360	1533846949
7146	360	360	1533847009
7147	360	360	1533847069
7148	360	360	1533847129
7149	360	360	1533847189
7150	360	360	1533847279
7151	360	360	1533847339
7152	356	356	1533847399
7153	356	356	1533847408
7154	356	356	1533847416
7155	356	356	1533847456
7156	356	356	1533847516
7157	356	356	1533847530
7158	356	356	1533850230
7159	356	356	1533850909
7160	356	356	1533851239
7161	356	356	1533851568
7162	356	356	1533852227
7163	356	356	1533852556
7164	356	356	1533852886
7165	356	356	1533853215
7166	356	356	1533853545
7167	356	356	1533853874
7168	356	356	1533854204
7169	356	356	1533854533
7170	356	356	1533854863
7171	356	356	1533855192
7172	356	356	1533855521
7173	356	356	1533855851
7174	356	356	1533856180
7175	356	356	1533856510
7176	356	356	1533856839
7177	356	356	1533857169
7178	356	356	1533857498
7179	356	356	1533857828
7180	356	356	1533858157
7181	356	356	1533858486
7182	356	356	1533858816
7183	356	356	1533859145
7184	356	356	1533859475
7185	356	356	1533859804
7186	356	356	1533860134
7187	356	356	1533860463
7188	356	356	1533860793
7189	356	356	1533861122
7190	356	356	1533861451
7191	356	356	1533861781
7192	356	356	1533862110
7193	356	356	1533862440
7194	356	356	1533862769
7195	356	356	1533863099
7196	356	356	1533863428
7197	356	356	1533863758
7198	356	356	1533863900
7199	356	356	1533863960
7200	356	356	1533864000
7201	356	356	1533864087
7202	356	356	1533864147
7203	356	356	1533864207
7204	356	356	1533864267
7205	356	356	1533864327
7206	356	356	1533864417
7207	356	356	1533864477
7208	352	352	1533864537
7209	352	352	1533864597
7210	352	352	1533864657
7211	352	352	1533864746
7212	352	352	1533864806
7213	352	352	1533864812
7214	352	352	1533864817
7215	352	352	1533865460
7216	352	352	1533865519
7217	352	352	1533865579
7218	352	352	1533865637
7219	352	352	1533865697
7220	352	352	1533865746
7221	348	348	1533865806
7222	348	348	1533865855
7223	348	348	1533865862
7224	348	348	1533865882
7225	348	348	1533865898
7226	348	348	1533865939
7227	348	348	1533865999
7228	348	348	1533866059
7229	348	348	1533866119
7230	348	348	1533866132
7231	348	348	1533866140
7232	348	348	1533866200
7233	348	348	1533866255
7234	348	348	1533866278
7235	348	348	1533866301
7236	348	348	1533866306
7237	348	348	1533868187
7238	348	348	1533868199
7239	348	348	1533868376
7240	348	348	1533868706
7241	348	348	1533869035
7242	348	348	1533869365
7243	348	348	1533869694
7244	348	348	1533870024
7245	348	348	1533870244
7246	348	348	1533870353
7247	348	348	1533870413
7248	348	348	1533870473
7249	348	348	1533870479
7250	348	348	1533870484
7251	348	348	1533870491
7252	348	348	1533870506
7253	348	348	1533870559
7254	348	348	1533870577
7255	348	348	1533870583
7256	348	348	1533870683
7257	348	348	1533870743
7258	348	348	1533870803
7259	348	348	1533870863
7260	348	348	1533870923
7261	344	344	1533871072
7262	344	344	1533871132
7263	344	344	1533871192
7264	344	344	1533871252
7265	344	344	1533871341
7266	344	344	1533871401
7267	344	344	1533871461
7268	344	344	1533871521
7269	339	339	1533871581
7270	338	305	1533871671
7271	337	337	1533871731
7272	337	337	1533871791
7273	337	337	1533871851
7274	337	337	1533871911
7275	334	297	1533872000
7276	331	331	1533872060
7277	332	332	1533872120
7278	332	332	1533872180
7279	330	330	1533872240
7280	330	291	1533872330
7281	330	330	1533872390
7282	330	330	1533872450
7283	330	330	1533872510
7284	330	330	1533872570
7285	330	330	1533872719
7286	328	328	1533872779
7287	332	332	1533872839
7288	322	322	1533872899
7289	322.5	299	1533872989
7290	323	323	1533873049
7291	325	325	1533873109
7292	325	325	1533873169
7293	326	326	1533873229
7294	323.5	290	1533873318
7295	321	321	1533873378
7296	321	321	1533873438
7297	318	318	1533873498
7298	318	318	1533873558
7299	316	282	1533873648
7300	314	314	1533873708
7301	316	316	1533873768
7302	316	316	1533873828
7303	316	316	1533873888
7304	315.5	282	1533873977
7305	315	315	1533874037
7306	315	315	1533874097
7307	318	318	1533874157
7308	318	312	1533874217
7309	318	279	1533874306
7310	318	314	1533874366
7311	318	318	1533874426
7312	318	318	1533874486
7313	309	309	1533874546
7314	309.5	278	1533874636
7315	310	310	1533874696
7316	315	315	1533874756
7317	312	312	1533874816
7318	312	312	1533874876
7319	312	273	1533874965
7320	312	312	1533875025
7321	312	312	1533875085
7322	312	312	1533875145
7323	309	309	1533875205
7324	308	274	1533875295
7325	307	307	1533875415
7326	307	307	1533875475
7327	307	307	1533875535
7328	309	267	1533875624
7329	309	287	1533875637
7330	311	311	1533875669
7331	311	311	1533875694
7332	310	310	1533875728
7333	1068	1068	1533876536
7334	1076	1076	1533876557
7335	1077	1077	1533876571
7336	1077	1077	1533876577
7337	1077	1077	1533876589
7338	1078	1078	1533876636
7339	1078	1078	1533876645
7340	1078	1078	1533876670
7341	1078	1078	1533876730
7342	1078	1078	1533876740
7343	1077	1077	1533876800
7344	1077	1077	1533876860
7345	1078	1078	1533876920
7346	1078	1078	1533876965
7347	1078	1078	1533877025
7348	1078	1078	1533877030
7349	1078	1078	1533877057
7350	1078	1078	1533877117
7351	1076	1076	1533877177
7352	1072	1072	1533877237
7353	1072	1072	1533877250
7354	1072	1072	1533877258
7355	1072	1072	1533877317
7356	1072	1072	1533877337
7357	1072	1072	1533877342
7358	1072	1072	1533877347
7359	1072	1072	1533878079
7360	1072	1072	1533878090
7361	1072	1072	1533879255
7362	1072	1072	1533879584
7363	1072	1072	1533879914
7364	1072	1072	1533880243
7365	1072	1072	1533880572
7366	1072	1072	1533880902
7367	1072	1072	1533881231
7368	1072	1072	1533881561
7369	1072	1072	1533881890
7370	1072	1072	1533881918
7371	1072	1072	1533881983
7372	1072	1072	1533882043
7373	1072	1072	1533882103
7374	1072	1072	1533882220
7375	1072	1072	1533882280
7376	1072	1072	1533882340
7377	1072	1072	1533882400
7378	1072	1072	1533882460
7379	1072	1072	1533882549
7380	1072	1072	1533882609
7381	1072	1072	1533882633
7382	1072	1072	1533883349
7383	1072	1072	1533883409
7384	1072	1072	1533883469
7385	1072	1072	1533883529
7386	1072	1072	1533883589
7387	1072	1072	1533883649
7388	1072	1072	1533883709
7389	1072	1072	1533883769
7390	1072	1072	1533883829
7391	1072	1072	1533883889
7392	1072	1072	1533883949
7393	1072	1072	1533883972
7394	1072	1072	1533884719
7395	1072	1072	1533884779
7396	1072	1072	1533884839
7397	1072	1072	1533884899
7398	1072	1072	1533884959
7399	1072	1072	1533885019
7400	1072	1072	1533885079
7401	1072	1072	1533885130
7402	1072	1072	1533885145
7403	1072	1072	1533885194
7404	1072	1072	1533885254
7405	1072	1072	1533885314
7406	1069	1069	1533885374
7407	1069	1069	1533885434
7408	1069	1069	1533885494
7409	1069	1069	1533885554
7410	1069	1069	1533885614
7411	1069	1069	1533885674
7412	1069	1069	1533885734
7413	1069	1069	1533885794
7414	1069	1069	1533885854
7415	1069	1069	1533885914
7416	1067	1067	1533885974
7417	1067	1067	1533886034
7418	1067	1067	1533886094
7419	1066	1066	1533886154
7420	1065	1065	1533886214
7421	1068	1068	1533886274
7422	1065	1065	1533886334
7423	1065	1065	1533886394
7424	1065	1065	1533886454
7425	1060	1060	1533886514
7426	1063	1063	1533886574
7427	1061	1061	1533886634
7428	1061	1061	1533886694
7429	1061	1061	1533886754
7430	1057	1057	1533886814
7431	1059	1059	1533886874
7432	1059	1059	1533886934
7433	1058	1058	1533886994
7434	1058	1058	1533887054
7435	1057	1057	1533887114
7436	1055	1055	1533887174
7437	1055	1055	1533887234
7438	1051	1051	1533887294
7439	1051	1051	1533887354
7440	1051	1051	1533887414
7441	1051	1051	1533887474
7442	1051	1051	1533887534
7443	1051	1051	1533887594
7444	1051	1051	1533887654
7445	1051	1051	1533887714
7446	1052	1052	1533887774
7447	1053	1053	1533887834
7448	1052	1052	1533887894
7449	1052	1052	1533887954
7450	1054	1054	1533888014
7451	1051	1051	1533888074
7452	1051	1051	1533888134
7453	1050	1050	1533888194
7454	1049	1049	1533888254
7455	1052	1052	1533888314
7456	1052	1052	1533888374
7457	1052	1052	1533888434
7458	1051	1051	1533888494
7459	1047	1047	1533888554
7460	1045	1045	1533888614
7461	1047	1047	1533888674
7462	1045	1045	1533888734
7463	1045	1045	1533888794
7464	1045	1045	1533888854
7465	1045	1045	1533888914
7466	1045	1045	1533888974
7467	1045	1045	1533889034
7468	1045	1045	1533889094
7469	1043	1043	1533889154
7470	1043	1043	1533889214
7471	1043	1043	1533889274
7472	1042	1042	1533889334
7473	1041	1041	1533889394
7474	1042	1042	1533889454
7475	1039	1039	1533889514
7476	1043	1043	1533889574
7477	1038	1038	1533889634
7478	1039	1039	1533889694
7479	1039	1039	1533889754
7480	1040	1040	1533889814
7481	1039	1039	1533889874
7482	1040	1040	1533889934
7483	1039	1039	1533889994
7484	1039	1039	1533890054
7485	1039	1039	1533890114
7486	1039	1039	1533890174
7487	1039	1039	1533890234
7488	1035	1035	1533890294
7489	1038	1038	1533890354
7490	1036	1036	1533890414
7491	1036	1036	1533890474
7492	1040	1040	1533890534
7493	1033	1033	1533890594
7494	1036	1036	1533890654
7495	1036	1036	1533890714
7496	1036	1036	1533890774
7497	1029	1029	1533890803
7498	1029	1029	1533890863
7499	1029	1029	1533890923
7500	1029	1029	1533890983
7501	1029	1029	1533891043
7502	1029	1029	1533891103
7503	1029	1029	1533891163
7504	1033	1033	1533891223
7505	1033	1033	1533891283
7506	1033	1033	1533891343
7507	1033	1033	1533891403
7508	1033	1033	1533891463
7509	1033	1033	1533891468
7510	1033	1033	1533891473
7511	1033	1033	1533891478
7512	1032	1032	1533891511
7513	1033	1033	1533891571
7514	1033	1033	1533891581
7515	1033	1033	1533891641
7516	1033	1033	1533891701
7517	1033	1033	1533891761
7518	1033	1033	1533891821
7519	1033	1033	1533891881
7520	1033	1033	1533891941
7521	1034	1034	1533892001
7522	1034	1034	1533892061
7523	1034	1034	1533892121
7524	1034	1034	1533892181
7525	1034	1034	1533892241
7526	1034	1034	1533892301
7527	1034	1034	1533892361
7528	1034	1034	1533892481
7529	1034	1034	1533892541
7530	1034	1034	1533892601
7531	1034	1034	1533892661
7532	1034	1034	1533892721
7533	1034	1034	1533892781
7534	1034	1034	1533892841
7535	1035	1035	1533892901
